"Yil
Year";"Il
Province";"Toplam
Total";Yas grubu Age group;;;;;;;;;;;;;;;
2005;Sinop;  13;0;0;  1;  2;0;  1;0;0;  1;  1;  1;0;  1;  1;;
2005;Sivas;  22;  3;  4;  1;  2;  3;  1;  2;0;0;0;  2;  1;0;  1;;
2005;Tekirdag;  29;0;  2;  2;  3;  1;  1;  3;  4;  3;  2;  3;  1;0;  4;;
2005;Tokat;  16;0;  3;  5;  1;  1;0;0;  2;  2;0;0;0;0;0;;
2005;Trabzon;  19;0;0;  4;  2;  1;  2;  1;  2;  1;0;0;0;  1;  2;;
2005;Tunceli;  15;0;  1;  1;  2;  2;  1;  1;  1;0;0;0;  1;  1;  3;;
2005;Şanliurfa;  30;  2;  10;  6;  4;  3;0;  3;0;0;  1;0;  1;0;0;;
2005;Uşak;  20;0;0;  1;  3;  1;  2;  2;  2;  2;0;0;  3;0;  4;;
2005;Van;  70;  3;  23;  17;  11;  6;  2;  5;0;0;  1;  1;0;0;0;;
2005;Yozgat;  13;  2;0;  3;0;  3;  2;  1;  1;0;0;0;0;0;  1;;
2005;Zonguldak;  25;  1;  5;  5;0;  4;  1;0;0;  4;0;0;  1;  1;  2;;
2005;Aksaray;  7;0;  2;  1;0;0;0;  1;  1;0;0;  2;0;0;0;;
2005;Bayburt;  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2005;Karaman;  8;0;0;  2;  1;0;  2;  1;  1;0;  1;0;0;0;0;;
2005;Kirikkale;  12;0;  1;  2;  1;0;  4;  1;0;0;0;  1;0;0;0;;
2005;Batman;  11;0;  2;  3;0;0;0;0;  1;0;0;0;0;0;0;;
2005;Şirnak;  21;  1;  5;  8;  2;0;0;0;0;  2;0;0;0;0;0;;
2005;Bartin ;  9;  1;0;  1;0;0;0;  1;0;  1;0;  1;  2;  1;  1;;
2005;Ardahan;  4;0;  1;0;  1;  1;0;  1;0;0;0;0;0;0;0;;
2005;igdir;  5;  1;  1;  1;  1;0;0;0;0;  1;0;0;0;0;0;;
2005;Yalova;  5;0;0;  1;0;0;0;0;  1;0;  1;  1;  1;0;0;;
2005;Karabuk;  4;0;0;0;  1;0;0;0;0;0;0;0;0;0;  1;;
2005;Kilis ;  5;0;0;0;  1;  1;0;  1;0;0;  1;0;0;  1;0;;
2005;Osmaniye;  14;0;  1;  4;  3;  2;0;0;0;  2;  1;0;0;0;0;;
2005;Duzce;  6;0;  2;  1;0;0;0;0;  1;0;0;0;  1;0;0;;
2004;Turkiye; 2 707;  78;  425;  425;  301;  247;  212;  179;  139;  153;  99;  82;  51;  75;  98;;
2004;Adana;  79;  4;  17;  8;  11;  13;  5;  6;  4;  4;  1;  1;0;  3;0;;
2004;Adiyaman;  19;  2;  4;  3;  1;0;0;  1;0;0;0;0;  1;  1;  1;;
2004;Afyonkarahisar;  25;  1;  3;  3;  2;  2;  2;  3;  4;0;0;  1;0;0;  3;;
2004;Agri;  34;  9;  6;  8;  1;  2;  2;  1;0;  1;  1;0;  1;  1;0;;
2004;Amasya;  14;0;  1;  1;  1;0;  1;  1;0;  1;  1;  1;0;  1;  1;;
2004;Ankara;  142;  1;  16;  22;  14;  17;  13;  13;  11;  6;  5;  2;  6;  2;  8;;
2004;Antalya;  74;0;  14;  18;  12;  8;  7;  1;  4;  3;  3;0;0;  1;  3;;
2004;Artvin;  10;0;0;  2;0;  1;  1;  1;0;0;  1;  2;0;0;0;;
2004;Aydin;  22;0;  1;  1;  4;  2;  1;  2;  1;  2;  2;  4;0;  1;  1;;
2004;Balikesir;  66;0;  2;  4;  7;  7;  3;  10;  1;  7;  4;  6;  5;  4;  3;;
2004;Bilecik;  12;0;  5;  1;0;0;0;0;0;  2;  1;0;  1;0;  1;;
2004;Bingol;  17;  1;  3;  1;  5;  1;  2;0;0;0;  2;0;  1;0;0;;
2004;Bitlis;  9;0;  1;  2;0;  2;  2;  1;0;0;  1;0;0;0;0;;
2004;Bolu;  8;0;0;  2;  1;0;0;  1;  1;0;0;0;  1;  1;  1;;
2004;Burdur;  14;0;  2;  1;  1;  1;0;  2;0;  1;0;0;  2;  1;  1;;
2004;Bursa;  88;  2;  11;  13;  10;  9;  3;  8;  3;  12;  5;  4;  3;  3;  1;;
2004;canakkale;  33;  2;  1;  6;  3;  2;  1;  1;  1;  4;  3;  1;0;  1;  3;;
2004;cankiri;  9;0;  2;0;0;0;  1;0;0;0;  2;0;0;  1;0;;
2004;corum;  16;0;  4;  2;  1;  1;  3;  1;0;0;0;0;0;  1;  2;;
2004;Denizli;  27;  1;  5;  3;  4;  2;  2;  3;  1;  1;0;0;  1;0;  2;;
2004;Diyarbakir;  58;  1;  19;  10;  12;  4;  6;0;0;0;  2;  1;0;0;0;;
2004;Edirne;  26;0;0;  2;  3;  3;  3;  2;  2;  2;  2;  1;  1;  4;  1;;
2004;Elazig;  29;  1;  6;  5;  2;  5;  2;  1;  2;  1;  1;  1;0;  1;  1;;
2004;Erzincan;  10;0;  1;  3;0;  1;  1;0;0;0;0;0;0;  1;0;;
2004;Erzurum;  24;  2;  6;  5;  7;  1;0;  2;0;  1;0;0;0;0;0;;
2004;Eskişehir;  34;0;  2;  4;  7;0;  8;  1;  8;  2;0;0;0;  2;0;;
2004;Gaziantep;  63;  2;  12;  14;  8;  6;  4;  6;  3;  1;  1;  1;  1;0;0;;
2004;Giresun;  21;  1;  3;  3;0;  1;  3;  2;  3;0;  3;0;0;0;0;;
2004;Gumuşhane;  6;0;  2;0;0;0;0;0;0;  1;  1;0;  1;0;0;;
2004;Hakkari;  9;  2;0;0;  2;  2;  2;0;0;0;0;  1;0;0;0;;
2004;Hatay;  12;0;  3;  4;0;0;0;0;0;  1;0;  1;0;  1;0;;
2004;isparta;  20;0;  4;  2;  4;  1;0;  2;0;  2;0;  1;0;  2;  1;;
2004;Mersin;  63;  1;  8;  14;  2;  5;  4;  6;  5;  8;  1;  3;  4;  1;  1;;
2004;İstanbul;  380;0;  39;  51;  47;  36;  39;  31;  20;  19;  16;  14;  7;  7;  15;;
2004;İzmir;  161;  1;  22;  20;  20;  14;  12;  9;  9;  17;  5;  5;  2;  6;  8;;
2004;Kars;  23;0;  6;  4;  6;  2;0;  1;  1;  1;  1;0;0;0;0;;
2004;Kastamonu;  30;  2;  5;  3;  1;  5;  1;  1;  2;  1;  1;  4;  1;0;  2;;
2004;Kayseri;  27;  1;  2;  5;  4;  2;  4;  2;0;0;  1;  1;0;  1;  1;;
2004;Kirklareli;  19;0;  2;0;  1;  1;  2;  3;  2;  2;0;  2;0;  2;  2;;
2004;Kirşehir;  6;  1;  1;  1;0;  1;0;  1;0;  1;0;0;0;0;0;;
2004;Kocaeli;  32;0;  5;  4;  5;  3;  2;  2;  3;  1;  3;  1;  1;  1;  1;;
2004;Konya;  73;  3;  8;  14;  7;  5;  9;  5;  7;  4;  1;  2;0;  3;  2;;
2004;Kutahya;  29;0;  2;  6;  6;  2;  1;  3;  3;0;  3;  2;  1;0;0;;
2004;Malatya;  38;  1;  2;  5;  5;  4;  5;  5;  1;  2;  3;0;0;0;  4;;
2004;Manisa;  80;  1;  15;  15;  5;  9;  5;  3;  7;  3;0;  4;  2;0;  5;;
2004;Kahramanmaraş;  32;  2;  9;  5;  2;  3;  4;  1;  1;  1;0;0;  1;  1;  2;;
2004;Mardin;  25;0;  9;  3;  4;0;  2;  1;  1;0;0;0;0;0;0;;
2004;Mugla;  85;  4;  19;  25;  12;  6;  4;  5;  3;  4;0;0;0;0;0;;
2004;Muş;  16;  2;  6;  4;  1;0;  1;  1;0;  1;0;0;0;0;0;;
2004;Nevşehir;  17;0;  2;  3;  4;  1;  1;0;0;  2;  2;0;0;  1;  1;;
2004;Nigde;  9;0;0;  3;  3;  2;0;0;0;0;0;0;0;0;0;;
2004;Ordu;  56;  2;  8;  15;  6;  3;  3;0;  5;  3;0;  2;0;  1;  8;;
2004;Rize;  12;0;0;  1;  1;  1;  1;  1;0;  2;  3;0;0;  1;  1;;
2004;Sakarya;  24;0;  3;  2;  3;0;  3;  3;  1;  3;  2;  1;0;  1;0;;
2004;Samsun;  60;  3;  7;  10;  2;  13;  4;  2;  5;  1;  4;  1;  1;  5;0;;
2004;Siirt;  12;  3;  3;  1;  2;  1;  1;  1;0;0;0;0;0;0;0;;
2004;Sinop;  6;0;  2;  1;  1;0;0;0;0;  1;0;0;0;0;  1;;
2004;Sivas;  17;0;  2;  4;0;0;  1;  1;0;  3;0;0;0;  4;  1;;
2004;Tekirdag;  27;0;  5;  2;  1;  5;  2;  2;  1;0;  1;  1;  3;  1;  2;;
2004;Tokat;  25;  1;  6;  4;  2;0;  2;0;  1;  3;0;  1;  1;  1;  2;;
2004;Trabzon;  26;  1;  3;  2;  2;  4;  2;  2;  1;0;  2;  3;0;  1;  2;;
2004;Tunceli;  5;0;  1;0;0;  2;  1;0;  1;0;0;0;0;0;0;;
2004;Şanliurfa;  39;  3;  13;  5;  3;  5;  1;  4;  3;  2;0;0;0;0;0;;
2004;Uşak;  16;0;  1;  2;  2;  4;  3;0;0;0;  1;  1;0;0;  2;;
2004;Van;  59;  6;  25;  9;  8;  4;  2;0;0;  3;0;0;  1;0;0;;
2004;Yozgat;  10;  1;  2;  1;  1;0;  3;0;0;  1;0;0;0;0;0;;
2004;Zonguldak;  15;0;  1;  3;  1;  1;0;  1;  1;  2;  3;0;0;  2;0;;
2004;Aksaray;  14;0;  5;  2;0;0;  3;  1;  1;  1;0;  1;0;0;0;;
2004;Bayburt;  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2004;Karaman;  3;0;  1;0;0;0;0;  1;0;0;  1;0;0;0;0;;
2004;Kirikkale;  8;0;  1;  1;0;0;  3;  1;0;0;0;  1;0;0;0;;
2004;Batman;  16;  2;  6;  4;  1;  2;0;0;0;  1;0;0;0;0;0;;
2004;Şirnak;  11;  3;  2;  3;0;  1;0;0;0;  1;0;0;0;0;0;;
2004;Bartin ;  9;0;  2;  1;0;  2;  1;  1;0;  1;0;0;0;0;0;;
2004;Ardahan;  7;  1;  1;  3;  1;0;0;  1;0;0;0;0;0;0;0;;
2004;igdir;  7;0;0;  3;  1;  1;0;0;  1;  1;0;0;0;0;0;;
2004;Yalova;  8;0;0;0;0;0;0;  1;  2;  2;  1;  1;0;  1;0;;
2004;Karabuk;  6;0;0;  1;  1;0;  1;0;0;0;  1;  2;0;0;0;;
2004;Kilis ;  6;0;  1;  3;  1;0;0;  1;0;0;0;0;0;0;0;;
2004;Osmaniye;  13;  1;  4;  3;0;0;  1;0;  2;0;  1;0;0;0;  1;;
2004;Duzce;  15;0;  2;  1;  3;  3;0;  3;0;0;0;0;  1;  1;0;;
2003;Turkiye; 2 705;  80;  460;  462;  333;  241;  215;  167;  184;  117;  107;  84;  76;  77;  102;;
2003;Adana;  20;0;  5;  2;  4;  1;0;  3;  1;  1;0;0;0;  2;  1;;
2003;Adiyaman;  18;0;  6;  5;0;  2;  1;0;  1;0;  1;  1;  1;0;0;;
2003;Afyonkarahisar;  39;  1;  3;  10;  6;  6;  1;  1;  4;  1;  3;0;  1;  1;  1;;
2003;Agri;  15;  1;  4;  3;  3;  1;  1;0;0;0;  1;0;0;0;  1;;
2003;Amasya;  11;0;  2;  4;  1;0;0;  2;0;0;  1;0;  1;0;0;;
2003;Ankara;  167;  3;  24;  29;  21;  21;  13;  11;  17;  5;  6;  4;  4;  5;  4;;
2003;Antalya;  51;  1;  7;  7;  6;  4;  9;  3;  4;  3;  2;  1;  1;  2;  1;;
2003;Artvin;  7;0;0;  2;0;0;0;  2;0;  1;  1;0;0;  1;0;;
2003;Aydin;  68;  2;  7;  11;  10;  4;  7;  2;  7;  2;  6;  4;  2;  3;  1;;
2003;Balikesir;  49;  1;  5;  10;  4;  1;  2;  8;  5;  3;  2;  3;  4;0;  1;;
2003;Bilecik;  10;0;0;  1;  1;0;  3;0;0;0;  1;0;  1;  1;  2;;
2003;Bingol;  13;  2;  5;  3;  1;0;  1;  1;0;0;0;0;0;0;0;;
2003;Bitlis;  4;0;  2;  1;0;0;0;0;0;0;0;  1;0;0;0;;
2003;Bolu;  12;  1;  2;  3;  1;0;  2;0;0;  2;0;0;0;0;  1;;
2003;Burdur;  18;0;  1;  2;  2;  1;  2;0;  5;  1;  1;0;0;0;  3;;
2003;Bursa;  58;  1;  6;  4;  2;  11;  9;  3;  5;  6;0;  5;  4;0;  2;;
2003;canakkale;  24;0;0;  2;  2;  4;  2;  4;  1;0;  3;  2;0;  3;  1;;
2003;cankiri;  3;0;0;0;0;  1;0;  1;0;0;0;  1;0;0;0;;
2003;corum;  41;  1;  8;  13;  4;  4;  3;  2;  3;  2;0;0;0;  1;0;;
2003;Denizli;  65;0;  13;  20;  12;  5;  4;  4;  2;  1;0;  2;  1;0;  1;;
2003;Diyarbakir;  50;  2;  15;  11;  7;  4;  1;0;  3;  3;  3;0;  1;0;0;;
2003;Edirne;  9;0;0;  1;  1;0;  1;  1;  1;  1;0;0;  1;0;  2;;
2003;Elazig;  35;  2;  7;  7;  7;  3;  1;  2;  2;  1;0;0;  1;  1;  1;;
2003;Erzincan;  7;0;  3;  1;0;0;0;0;0;0;  1;  1;0;0;  1;;
2003;Erzurum;  22;  1;  4;  3;  4;  2;  4;0;  1;  1;  2;0;0;0;0;;
2003;Eskişehir;  41;  2;  4;  5;  8;  3;  5;  4;  3;  1;  1;  1;0;  2;  2;;
2003;Gaziantep;  48;  1;  13;  11;  7;  4;  4;0;  4;  1;0;0;  1;  2;0;;
2003;Giresun;  23;  1;  4;  6;  1;  2;  2;  2;  1;  1;0;0;0;0;  3;;
2003;Gumuşhane;  3;0;0;0;0;  1;0;0;0;0;0;0;  1;  1;0;;
2003;Hakkari;  3;0;0;  3;0;0;0;0;0;0;0;0;0;0;0;;
2003;Hatay;  31;0;  9;  6;  6;  3;  2;0;  2;  1;  1;0;0;0;  1;;
2003;isparta;  30;  1;  4;  12;  2;  1;0;  2;  2;  1;  1;  1;  1;  1;  1;;
2003;Mersin;  73;  3;  10;  13;  14;  5;  8;  3;  6;  2;  3;  2;0;  4;0;;
2003;İstanbul;  315;  3;  33;  52;  53;  41;  29;  26;  18;  17;  10;  6;  9;  5;  13;;
2003;İzmir;  227;  2;  33;  35;  28;  11;  21;  19;  16;  19;  8;  6;  9;  7;  13;;
2003;Kars;  19;  4;  2;  4;  4;0;  1;  1;  1;0;0;0;  1;0;  1;;
2003;Kastamonu;  22;0;0;  3;  1;  2;  2;  2;  1;0;  2;  3;  3;  1;  2;;
2003;Kayseri;  48;  1;  9;  7;  7;  3;  1;  1;  3;  1;  3;  4;0;  2;  6;;
2003;Kirklareli;  24;0;  3;  3;  2;  2;  1;  3;  3;0;  2;  1;  1;0;  3;;
2003;Kirşehir;  11;0;  2;0;  1;  1;  3;  1;0;  1;0;0;  1;  1;0;;
2003;Kocaeli;  45;0;  8;  7;  5;0;  5;  2;  8;  2;0;  3;  2;  3;0;;
2003;Konya;  84;  1;  15;  9;  3;  7;  6;  9;  4;  4;  6;  6;  6;  3;  5;;
2003;Kutahya;  16;0;  2;  2;  3;  1;  1;  2;0;  1;  2;  1;0;0;  1;;
2003;Malatya;  12;  1;  4;  1;  1;  1;  1;0;  1;0;0;0;  1;  1;0;;
2003;Manisa;  62;  4;  3;  2;  5;  6;  6;  6;  5;  4;  5;  4;  4;  3;  5;;
2003;Kahramanmaraş;  29;0;  10;  5;  2;  4;  2;0;0;  2;0;0;  1;  1;  2;;
2003;Mardin;  12;0;  4;  3;  2;  1;0;  1;  1;0;0;0;0;0;0;;
2003;Mugla;  146;  1;  37;  46;  14;  16;  11;  6;  7;  2;  2;  1;0;  2;  1;;
2003;Muş;  23;0;  10;  3;  3;  3;  2;  1;  1;0;0;0;0;0;0;;
2003;Nevşehir;  8;0;0;  1;0;  1;  1;0;0;0;  2;0;0;0;  3;;
2003;Nigde;  10;0;  3;0;  2;  1;  1;  1;0;  1;0;0;  1;0;0;;
2003;Ordu;  9;0;0;  1;  3;  2;0;0;0;0;  1;0;  1;0;  1;;
2003;Rize;  14;0;  2;  2;  2;  2;0;0;  1;  1;  2;0;0;  2;0;;
2003;Sakarya;  28;  1;  1;  1;  3;  5;  2;  2;  4;  4;  1;  2;0;  1;  1;;
2003;Samsun;  39;  1;  9;  5;  5;  3;  3;  2;  6;0;  2;  1;  1;  1;0;;
2003;Siirt;  9;  1;  4;0;  3;0;  1;0;0;0;0;0;0;0;0;;
2003;Sinop;  14;0;  2;0;  1;  1;0;  1;  1;  1;  2;  2;  1;  1;  1;;
2003;Sivas;  16;0;  4;  1;  3;  2;  2;  1;  2;  1;0;0;0;0;0;;
2003;Tekirdag;  45;  2;  7;  2;  3;  6;  4;  2;  2;  4;  5;  3;0;  3;  2;;
2003;Tokat;  24;  3;  2;  4;  3;  2;0;0;0;  1;  2;  3;  2;0;  2;;
2003;Trabzon;  25;0;  10;  6;  1;0;0;  1;  1;  2;0;  2;  1;0;  1;;
2003;Tunceli;  9;0;  2;  2;0;  2;  1;0;0;0;0;  1;0;0;  1;;
2003;Şanliurfa;  23;  3;  7;  2;  3;  1;  1;  2;  1;  1;  1;0;  1;0;0;;
2003;Uşak;  24;0;  2;  1;  4;0;  4;  3;  3;  2;  1;  1;  1;  2;0;;
2003;Van;  58;  9;  18;  16;  5;  4;  4;  1;0;  1;0;0;0;0;0;;
2003;Yozgat;  17;  1;0;  4;  2;  3;0;0;  1;  2;  4;0;0;0;0;;
2003;Zonguldak;  27;0;  3;  6;  2;  3;  5;  2;  2;0;  1;  1;  1;0;  1;;
2003;Aksaray;  10;  1;  4;  1;0;  1;0;  1;  1;0;0;0;0;0;  1;;
2003;Bayburt;  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2003;Karaman;  8;0;  1;0;0;0;0;  2;  3;0;0;0;0;  2;0;;
2003;Kirikkale;  23;  2;  9;  1;  2;  3;  1;  2;0;  1;  1;  1;0;0;0;;
2003;Batman;  20;  4;  7;  2;  2;0;  1;0;  3;  1;0;0;0;0;0;;
2003;Şirnak;  15;  5;  1;  5;0;  2;  1;0;0;0;  1;0;0;0;0;;
2003;Bartin ;  13;  1;  2;  1;  2;  1;  2;  1;0;0;0;0;0;  3;0;;
2003;Ardahan;  10;  2;  3;  1;0;0;0;0;  1;0;0;0;0;0;  3;;
2003;igdir;  6;0;  2;  1;  2;0;0;0;0;0;0;0;0;0;  1;;
2003;Yalova;  7;0;  1;  1;  3;0;  1;0;0;0;0;  1;0;0;0;;
2003;Karabuk;  6;0;0;  1;  1;0;0;0;0;0;0;  1;0;  2;  1;;
2003;Kilis ;  6;0;  1;0;  2;  1;0;0;  1;0;0;0;  1;0;0;;
2003;Osmaniye;  14;0;  3;0;  3;  2;0;  2;  1;0;  1;0;  1;  1;0;;
2003;Duzce;  5;0;  2;  1;0;0;0;0;  1;0;0;  1;0;0;0;;
2002;Turkiye; 2 301;  73;  354;  392;  313;  216;  196;  183;  153;  122;  68;  70;  55;  46;  60;;
2002;Adana;  51;  2;  9;  10;  7;  8;  3;  1;  4;  3;0;  2;  1;  1;0;;
2002;Adiyaman;  27;  2;  5;  3;  4;  4;  3;0;0;  2;0;  1;  2;  1;0;;
2002;Afyonkarahisar;  20;  1;  2;  2;  7;  3;  2;  1;0;0;0;0;  1;0;  1;;
2002;Agri;  55;  9;  11;  23;  7;  3;  1;  1;0;0;0;0;0;0;0;;
2002;Amasya;  22;0;  5;  5;  1;  5;0;0;  1;  1;  2;0;  1;  1;0;;
2002;Ankara;  220;  7;  31;  35;  32;  21;  18;  21;  17;  13;  10;  5;  4;  5;  1;;
2002;Antalya;  52;  1;  2;  9;  12;  5;  6;  3;  5;0;  3;  2;0;  1;  3;;
2002;Artvin;  1;0;0;0;0;0;0;0;  1;0;0;0;0;0;0;;
2002;Aydin;  20;0;  3;  1;  3;0;  2;  2;  6;  2;0;0;  1;0;0;;
2002;Balikesir;  33;  2;  2;  5;  1;  4;  5;  4;  1;  4;  1;0;0;  1;  3;;
2002;Bilecik;  5;0;0;  2;  1;0;  2;0;0;0;0;0;0;0;0;;
2002;Bingol;  2;0;  1;0;0;  1;0;0;0;0;0;0;0;0;0;;
2002;Bitlis;  8;  1;  2;  3;0;  1;0;0;  1;0;0;0;0;0;0;;
2002;Bolu;  3;0;0;0;0;0;0;  1;0;0;0;  1;0;  1;0;;
2002;Burdur;  9;0;  2;0;  1;0;  2;  1;0;  2;0;  1;0;0;0;;
2002;Bursa;  110;  2;  11;  8;  16;  11;  18;  16;  7;  7;  3;  2;  4;0;  5;;
2002;canakkale;  17;0;  3;  1;0;  1;  2;  5;  1;  1;0;0;  1;0;  2;;
2002;cankiri;  5;0;0;  2;0;  2;0;  1;0;0;0;0;0;0;0;;
2002;corum;  14;  1;  5;  3;  3;  1;0;0;0;0;0;  1;0;0;0;;
2002;Denizli;  31;0;  7;  3;  2;  1;  1;  2;  5;  5;  1;  2;  1;  1;0;;
2002;Diyarbakir;  50;  2;  15;  15;  6;  4;  2;  1;  1;0;  3;0;0;0;  1;;
2002;Edirne;  16;0;  2;  1;  2;  2;  3;  1;0;0;0;  4;0;0;  1;;
2002;Elazig;  16;0;  5;  2;  3;  1;  2;  1;  1;0;0;  1;0;0;0;;
2002;Erzincan;  4;0;  2;  1;0;0;0;0;0;0;  1;0;0;0;0;;
2002;Erzurum;  13;0;  2;  3;  4;  2;0;  1;0;0;  1;0;0;0;0;;
2002;Eskişehir;  51;0;  11;  6;  6;  7;  2;  3;  6;  3;  1;  1;0;  3;  2;;
2002;Gaziantep;  48;  3;  11;  11;  6;  1;  2;  2;  2;  2;  4;  3;0;0;  1;;
2002;Giresun;  11;0;0;  1;0;  4;0;  2;  2;0;0;0;  1;0;  1;;
2002;Gumuşhane;  1;0;0;0;0;0;0;0;0;  1;0;0;0;0;0;;
2002;Hakkari;  5;0;  1;  1;  1;  1;0;0;0;  1;0;0;0;0;0;;
2002;Hatay;  13;  1;  2;  2;  3;  1;  2;  1;  1;0;0;0;0;0;0;;
2002;isparta;  21;  1;  2;  6;  1;  2;  2;  1;  1;  2;0;  1;0;0;  2;;
2002;Mersin;  36;0;  4;  5;  9;  4;  5;  2;  2;0;0;  2;0;  3;0;;
2002;İstanbul;  315;  5;  27;  54;  36;  39;  37;  21;  26;  18;  13;  14;  10;  6;  9;;
2002;İzmir;  191;  4;  26;  27;  32;  11;  14;  15;  21;  13;  7;  8;  5;  3;  5;;
2002;Kars;  28;  1;  6;  5;  4;0;  5;  2;  2;0;  2;  1;0;0;0;;
2002;Kastamonu;  13;0;0;  2;  2;  2;0;  2;0;0;0;  2;0;  1;  2;;
2002;Kayseri;  27;0;  4;  3;  8;  3;  2;  2;  1;0;  1;  1;  1;0;  1;;
2002;Kirklareli;  12;0;  1;  1;0;0;  1;  1;  2;  2;0;  1;  1;  2;0;;
2002;Kirşehir;  5;  2;0;0;0;0;0;  1;0;0;0;0;0;  1;  1;;
2002;Kocaeli;  37;0;  5;  5;  7;  5;  4;  2;  1;  1;  1;  1;  1;  2;  2;;
2002;Konya;  41;  1;  9;  1;  7;  5;  1;  6;  4;  1;  2;  1;  1;  1;  1;;
2002;Kutahya;  9;0;  2;0;  1;  1;  1;  1;  1;0;0;  1;0;  1;0;;
2002;Malatya;  10;  2;  1;  1;  1;0;0;  3;0;  1;0;0;0;  1;0;;
2002;Manisa;  34;0;  1;  2;  5;  6;  2;  4;  5;  5;0;  2;0;  1;  1;;
2002;Kahramanmaraş;  41;  5;  6;  7;  2;  6;  3;  1;  2;  2;  2;  1;0;  1;  3;;
2002;Mardin;  10;  1;  3;  1;0;  2;0;  3;0;0;0;0;0;0;0;;
2002;Mugla;  176;  2;  38;  39;  20;  16;  14;  22;  8;  3;  3;  3;  4;  2;  2;;
2002;Muş;  19;  5;  3;  5;  4;0;0;0;0;0;0;0;  1;0;  1;;
2002;Nevşehir;  8;0;  1;  1;0;  2;  1;  1;0;0;0;0;  2;0;0;;
2002;Nigde;  2;0;0;0;0;  1;  1;0;0;0;0;0;0;0;0;;
2002;Ordu;  7;  1;0;  2;  1;0;0;  1;  1;  1;0;0;0;0;0;;
2002;Rize;  7;0;  1;  1;  3;  1;  1;0;0;0;0;0;0;0;0;;
2002;Sakarya;  7;0;0;  1;  3;  1;0;  1;0;0;0;  1;0;0;0;;
2002;Samsun;  24;0;  3;  5;  3;  1;  2;  3;0;  1;0;  1;  3;  2;0;;
2002;Siirt;  3;0;  1;0;0;0;  1;0;0;0;0;0;0;0;  1;;
2002;Sinop;  5;0;0;  1;  1;  2;0;0;0;  1;0;0;0;0;0;;
2002;Sivas;  21;0;  4;  6;0;  1;  3;  1;  1;  3;0;0;  2;0;0;;
2002;Tekirdag;  26;  1;  3;  4;  1;  2;  1;  1;  2;  7;0;0;  2;  1;  1;;
2002;Tokat;  16;0;  1;  6;0;0;  2;0;  2;  2;  1;0;  1;0;  1;;
2002;Trabzon;  15;0;  3;  1;  5;0;  1;  1;  1;  1;  1;0;0;0;  1;;
2002;Tunceli;  9;0;0;  1;  1;0;  1;  1;  1;  1;  1;0;0;  1;  1;;
2002;Şanliurfa;  33;  2;  7;  10;  5;  2;  1;  2;  3;0;0;  1;0;0;0;;
2002;Uşak;  2;  1;0;0;0;0;  1;0;0;0;0;0;0;0;0;;
2002;Van;  25;  3;  8;  5;  3;  1;  2;  1;  2;0;0;0;0;0;0;;
2002;Yozgat;  8;0;  1;  4;  1;  1;0;0;0;  1;0;0;0;0;0;;
2002;Zonguldak;  13;0;  2;0;0;  1;  3;  2;0;  1;  1;0;0;  1;  2;;
2002;Aksaray;  11;0;0;  3;  3;0;0;  1;  1;  2;0;  1;0;0;0;;
2002;Bayburt;  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2002;Karaman;  5;0;0;  1;  2;0;0;  1;0;0;  1;0;0;0;0;;
2002;Kirikkale;  7;0;  1;0;  1;  1;0;0;0;  1;0;  1;  1;  1;0;;
2002;Batman;  6;  1;0;  1;  3;0;  1;0;0;0;0;0;0;0;0;;
2002;Şirnak;  6;0;  4;  1;0;0;0;0;0;0;0;0;  1;0;0;;
2002;Bartin ;  5;  1;  1;0;0;0;0;0;0;  1;  1;0;  1;0;0;;
2002;Ardahan;  5;0;  3;  1;  1;0;0;0;0;0;0;0;0;0;0;;
2002;igdir;  13;0;  3;  6;  2;0;  1;0;0;  1;0;0;0;0;0;;
2002;Yalova;  4;0;  1;0;0;  1;0;  1;0;0;  1;0;0;0;0;;
2002;Karabuk;  3;0;0;0;  1;0;  1;0;  1;0;0;0;0;0;0;;
2002;Kilis ;  2;0;0;  1;0;0;0;  1;0;0;0;0;0;0;0;;
2002;Osmaniye;  34;0;  14;  6;  5;  1;0;  4;0;  2;0;0;  1;0;  1;;
2002;Duzce;  11;0;  2;  2;  1;  1;  3;0;0;  1;0;0;0;0;  1;;
